" ٴوز حابارىمىز: «ىزدەنۋ» جۋرنالى 7-ايدىڭ 1-كۇنگى 13-سانىندا ج ك پ ورتالىق كوميتەتىنىڭ باس شۋجيى، مەملەكەت ٴتوراعاسى، ورتالىق اسكەري ىستەر كوميتەتىنىڭ ٴتوراعاسى شي جينپيڭنىڭ «اۋەلگى ماقساتتى ۇمىتپاۋ، بورىشتى ەستە بەرىك ساقتاۋ» تاقىرىىپتىق تاربيە قىزمەتى ماجىلىسىندە سويلەنگەن ٴسوزى» دەگەن تاقىرىپتاعى ماڭىزدى ماقالاسىن جاريالادى. ",kz
"ماقالادا بىلاي دەپ باسا دارىپتەلدى: جۇڭگو حالقىنىڭ باقىتىن جانە جۇڭحۋا ۇلتىنىڭ گۇلدەنۋىن كوزدەۋ-جۇڭگو كوممۋنيستەرىنىڭ اۋەلگى ماقساتى مەن بورىشى، ۇرپاقتان ـ ۇرپاققا جالعاسقان جۇڭگو كوممۋنيستەرىنىڭ الدىڭعىلاردىڭ ٴىزىن كەيىنگىلەر باسىپ، ەرلىكپەن كۇرەس جاساۋىنا دەم بەرەتىن ٴتۇبىرلى قوزعاۋشى كۇشى. ",kz
"«اۋەلگى ماقساتتى ۇمىتپاۋ، بورىشتى ەستە بەرىك ساقتاۋ» تاقىرىپتىق تاربيەسىن ورىستەتۋدە، «اۋەلگى ماقساتتى ەستە بەرىك ساقتاپ، بورىشتى ارقالاپ، پارىقتاردى تاۋىپ، تياناقتاندىرۋدى مىقتى يگەرۋ» جالپى تالابىن مىقتى ۇستاۋ كەرەك.",kz
"جاڭا داۋىردەگى جۇڭگوشا سوتسياليزم يدەياسىن ىشكەرىلەي ۇيرەنىپ، دايەكتىلەندىرىپ، ادال، كىرشىكسىز، جاۋاپكەرشىلىك ارقالايتىن ساياسي قاسيەتتى شىڭداپ، بۇكىل ەلدەگى ٴار ۇلت حالقىن ىنتىماقتاستىرىپ جانە باستاپ، ۇلى ارماندى جۇزەگە اسىرۋ جولىندا ورتاق كۇرەس جۇرگىزۋ سىندى ٴتۇبىرلى مىندەتتى مىقتى يگەرىپ، نازاريا ۇيرەنۋدە تابىسقا جەتۋ، يدەيالىق ساياسي سىننان ٴوتۋ، ٴىس تىندىرىپ، شارۋاشىلىق قۇرىپ، باتىلدىقپەن جاۋاپكەرشىلىك ارقالاۋ، حالىق ٴۇشىن قىزمەت ەتىپ، قيىن ماسەلەلەردى شەشۋ، پاك، كىرشىكسىز بولۋدىڭ ناقتى نىساناسىن قۇلشىنا جۇزەگە اسىرۋ؛ وسى رەتكى نەگىزگى تاقىرىپتىق تاربيەنىڭ مەجەلى ناتيجەگە قول جەتكىزۋىنە شىنايى كەپىلدىك ەتۋ كەرەك.",kz
ماقالادا مىنالار اتاپ كورسەتىلدى: تاقىرىپتىق تاربيەنى ورىستەتۋدىڭ كەلەلى ٴمانىن جەتە تانۋ كەرەك.,kz
"وسى رەتكى تاقىرىپتىق تاربيەنى ورىستەتۋ-جاڭا داۋىردەگى جۇڭگوشا سوتسياليزم يدەياسىمەن بۇكىل پارتيانى قارۋلاندىرۋدىڭ، جاڭا داۋىردەگى پارتيا قۇرىلىسىن ىلگەرىلەتۋدىڭ، پارتيانىڭ حالىق بۇقاراسىمەن ەتەنە قاتىناسىن ساقتاۋدىڭ، پارتيا 19-قۇرىلتايىندا بەلگىلەنگەن نىسانا-مىندەتتەردى ورىنداۋدىڭ كوكەيتەستى قاجەتى",kz
"بيىل جاڭا جۇڭگو قۇرىلعاندىعىنىڭ 70 جىلدىعى. وسى ماڭىزدى كەزەڭدە «اۋەلگى ماقساتتى ۇمىتپاۋ، بورىشتى ەستە بەرىك ساقتاۋ» تاقىرىپتىق تاربيەسىن ورىستەتۋدىڭ ەرەكشە ٴمانى- قانشالىق ۇزاق جول باسساق تا، كەلگەن جولىمىزدى ەستەن شىعارماۋدا . ",kz
ماقالادا مىنالار اتاپ كورسەتىلدى: نەگىزگى تاقىرىپتىق تاربيەنىڭ نىسانالىق تالابىن دۇرىس يگەرۋ كەرەك. ,kz
"نەگىزگى تاقىرىپتىق تاربيەنىڭ جالپى تالابى جاڭا داۋىردەگى پارتيا قۇرىلىسى مىندەتىنە، پارتيا ىشىندە ورىن تەۋىپ وتىرعان كورنەكتى ماسەلەلەرگە باعىتتاي وتىرىپ، وسى رەتكى تاقىرىپتىق تاربيەنىڭ ەرەكشەلىگىنە ۇشتاستىرا وتىرىپ ورتاعا قويىلعان، ٴوزارا بايلانىستى تۇتاس تۇلعا ەتىپ، ونى جان-جاقتى يگەرىپ، نەگىزگى تاقىرىپتىق تاربيەنىڭ تۇتاس بارىسىنا ٴسىڭىرۋ كەرەك.",kz
"نەگىزگى تاقىرىپتىق تاربيەنىڭ نىسانالىق مىندەتى پارتيانىڭ جاڭا داۋىردەگى پارتيالى كادرلارعا يدەيالىق، ساياسي، ستيل، قابىلەت، پاكتىك جاعىنداعى نەگىزگى تالابىن ايگىلەدى. ",kz
